Accession_no	 Year	 root-tip dist	 Cluster_no	 NumberofNs	 
GQ398307.1	1994	0.74157	1	0	
GQ398306.1	1994	0.74157	1	0	
GQ398310.1	1994	0.74287	1	0	
GQ398308.1	1994	0.74342	1	0	
GQ398309.1	1994	0.74342	1	0	
GQ398312.1	1994	0.74186	1	0	
GQ398311.1	1994	0.74186	1	0	
EU660399.1	1995	0.74122	7	0	
GQ398313.1	1994	0.74152	1	0	
GQ398314.1	1994	0.74148	1	0	
EU482585.1	1989	0.73722	1	0	
EU482588.1	1990	0.73885	1	0	
EU482579.1	1988	0.7381	1	0	
EU482742.1	1988	0.73865	1	0	
EU482747.1	1988	0.73865	1	0	
GQ398291.1	1994	0.74224	1	0	
GQ398290.1	1994	0.74174	1	0	
GQ398289.1	1994	0.74068	1	0	
GQ398288.1	1994	0.74104	1	0	
GQ398287.1	1994	0.74159	1	0	
GQ398286.1	1994	0.74305	1	0	
GQ398285.1	1994	0.74251	1	0	
EU482589.1	1993	0.74141	1	0	
EU482743.1	1989	0.73865	1	0	
EU482581.1	1989	0.73865	1	0	
EU482582.1	1989	0.73811	1	0	
EU482562.1	1989	0.73765	1	0	
EU482740.1	1994	0.74155	1	0	
EU482578.1	1988	0.73812	1	0	
EU482587.1	1990	0.73977	1	0	
EU660398.1	1989	0.7393	1	0	
EU482746.1	1989	0.73875	1	0	
EU482745.1	1989	0.73885	1	0	
EU482586.1	1990	0.73885	1	0	
EU482569.1	1987	0.73529	1	0	
EU482590.1	1990	0.73826	1	0	
EU482744.1	1989	0.73771	1	0	
EU482584.1	1989	0.73825	1	0	
EU482583.1	1989	0.73825	1	0	
EU482571.1	1987	0.73492	1	0	
EU482575.1	1987	0.73705	1	0	
EU482574.1	1987	0.73598	1	0	
EU482573.1	1987	0.73612	1	0	
GQ868603.1	1987	0.73561	7	0	
EU482572.1	1987	0.7378	1	0	
KF955363.1	1986	0.73716	1	0	
EU482570.1	1987	0.73714	1	0	
EU529701.1	1991	0.73975	1	0	
EU482580.1	1989	0.73845	1	0	
GQ398284.1	1994	0.7412	1	0	
EU920833.1	2000	0.74743	1	0	
EU920832.1	1999	0.74714	1	0	
EU596491.1	2007	0.75415	1	0	
EU482726.1	2006	0.76286	1	0	
EU687217.1	2005	0.75348	1	0	
EU482731.1	2005	0.75348	1	0	
EU920843.1	2005	0.75686	1	0	
EU920849.1	2006	0.75753	1	1	
EU920841.1	2005	0.75632	1	0	
EU920837.1	2005	0.75576	1	0	
EU920836.1	2005	0.75516	1	0	
EU920839.1	2005	0.75512	1	0	
AB122022.1	2003	0.75233	1	0	
AB122020.1	2003	0.75288	1	0	
EU920842.1	2005	0.75878	1	0	
EU920845.1	2006	0.75702	1	0	
EU920848.1	2006	0.75701	1	0	
EU920844.1	2006	0.75802	1	1	
JX669478.1	2010	0.76121	1	0	
JX567951.1	2008	0.76183	1	0	
JX286523.1	2010	0.76291	1	0	
JX286516.1	2010	0.76346	1	0	
JX286517.1	2010	0.76346	1	0	
JX286526.1	2010	0.76301	1	0	
JX286520.1	2010	0.76321	1	0	
KP188569.1	2014	0.76562	1	0	
KC294209.1	2011	0.76589	1	0	
KC294202.1	2010	0.76589	1	0	
KC294213.1	2011	0.76699	1	0	
KC294211.1	2011	0.7681	1	0	
KC294215.1	2010	0.7681	1	0	
KC294210.1	2011	0.76809	1	0	
KC294208.1	2011	0.76754	1	0	
KC294218.1	2011	0.76644	1	0	
KC294207.1	2011	0.76594	1	0	
KC294205.1	2011	0.7659	1	0	
KC294212.1	2011	0.76699	1	0	
KC294203.1	2010	0.76699	1	0	
KC294219.1	2010	0.76644	1	0	
KC294220.1	2010	0.76534	1	0	
KC294206.1	2011	0.76534	1	1	
KC294204.1	2011	0.76589	1	0	
KC294221.1	2010	0.76644	1	0	
KC294214.1	2011	0.76645	1	0	
KC294223.1	2010	0.76479	1	0	
KC294217.1	2010	0.76369	1	5	
JX286519.1	2010	0.76302	1	0	
JX286524.1	2010	0.76355	1	0	
JX286525.1	2010	0.76355	1	0	
JX286518.1	2010	0.76245	1	0	
JX286521.1	2010	0.76245	1	0	
JX286522.1	2010	0.76245	1	0	
KP188555.1	2013	0.76463	1	0	
KP188549.1	2006	0.76737	1	1	
KP188553.1	2013	0.76852	1	0	
KP188551.1	2012	0.76792	1	0	
KP188552.1	2012	0.76518	1	0	
KP188556.1	2013	0.7647	1	0	
KP188554.1	2013	0.7647	1	0	
JX567950.1	2008	0.767	1	0	
JX669477.1	2010	0.76171	1	0	
FJ850091.1	2007	0.76041	1	0	
HQ026763.1	2008	0.76041	1	0	
GU131881.1	2008	0.76073	1	0	
GU131885.1	2008	0.76323	1	0	
GU131879.1	2008	0.76323	1	0	
GQ868549.1	2008	0.76323	1	0	
GQ868551.1	2008	0.7645	1	0	
GU131880.1	2008	0.76433	1	0	
HM181971.1	2008	0.76488	1	0	
GU131882.1	2008	0.76488	1	0	
GU131864.1	2008	0.76433	1	0	
GQ868550.1	2008	0.76213	1	0	
GU131883.1	2008	0.76158	1	0	
GU131884.1	2008	0.76103	1	0	
JX669479.1	2010	0.76046	1	0	
JX669476.1	2010	0.76112	1	0	
EU920846.1	2006	0.76004	1	0	
EU920850.1	2006	0.76108	1	0	
EU920847.1	2006	0.75974	1	0	
GQ199890.1	2008	0.76098	1	0	
KP188550.1	2008	0.76337	1	0	
EU920838.1	2005	0.75802	1	0	
GQ199892.1	2007	0.7599	1	0	
FJ898453.1	2005	0.75611	1	0	
EU687216.1	2005	0.75639	1	0	
AB122021.1	2003	0.75343	1	1	
FJ898451.1	2003	0.75361	1	0	
AF208496.1	1999	0.74815	1	0	
AY702034.1	2004	0.74751	1	0	
AY702035.1	2004	0.74751	1	0	
AY702036.1	2004	0.74752	1	0	
AY702039.1	2004	0.74806	1	0	
AY702038.1	2004	0.74861	1	0	
AY702037.1	2004	0.74861	1	0	
FJ898460.1	2001	0.74801	1	0	
EU687212.1	1998	0.74588	1	0	
EU677145.1	1999	0.74661	1	0	
EU482546.1	1998	0.74748	1	0	
EU482560.1	1998	0.74841	1	0	
EU677142.1	1999	0.74841	1	0	
EU920828.1	1993	0.74323	1	0	
GQ868553.1	1999	0.74736	1	0	
EU726775.1	1996	0.74584	1	0	
FJ898466.1	2000	0.75022	7	0	
JN819408.1	2001	0.75709	1	0	
KJ189305.1	2000	0.74935	1	0	
FJ639788.1	2004	0.75077	1	0	
FJ639783.1	2003	0.75075	1	0	
FJ639822.1	2006	0.75112	7	0	
KF955346.1	2007	0.75301	17	14	
EU482607.1	2007	0.75267	1	0	
FJ024477.1	2004	0.74874	1	0	
FJ898461.1	2002	0.75181	1	0	
FJ898438.1	2002	0.75135	1	0	
GQ868497.1	2006	0.75492	1	0	
GU131959.1	2006	0.75732	1	0	
GU131955.1	2004	0.75429	1	0	
KJ189310.1	2007	0.7575	1	0	
GQ868515.1	2007	0.7575	1	0	
GU131974.1	2007	0.75805	1	0	
GQ868516.1	2007	0.75805	1	0	
KF955395.1	2007	0.75807	1	0	
GU131975.1	2007	0.75704	1	0	
KJ189311.1	2007	0.75704	1	0	
FJ898439.1	2008	0.75418	1	0	
GU369819.1	2002	0.75455	1	0	
JN819422.1	2008	0.75568	1	0	
KJ189309.1	2010	0.75667	20	0	
KF955356.1	2005	0.76366	24	20	
GQ199894.1	2005	0.75352	1	0	
KJ189308.1	2009	0.75724	1	0	
GQ199893.1	2002	0.75215	1	0	
GQ199895.1	1999	0.75013	1	0	
FJ850065.1	2000	0.75082	1	0	
FJ850117.1	2000	0.75081	1	0	
FJ850119.1	2000	0.74984	1	0	
GQ199898.1	2001	0.75116	1	0	
JN819416.1	2000	0.7513	1	0	
FJ898478.1	2000	0.75165	1	0	
GQ868604.1	2005	0.75757	1	0	
EU482751.1	2005	0.75717	1	0	
EU482682.1	2006	0.75772	1	0	
EU482687.1	2006	0.75893	1	0	
FJ478455.1	2005	0.75663	1	0	
HQ541792.1	2008	0.76019	1	0	
FJ205885.1	2008	0.76019	1	0	
EU596483.1	2006	0.75865	1	0	
EU482691.1	2006	0.75906	1	0	
FJ744709.1	2008	0.76005	1	0	
EU482683.1	2006	0.75901	1	0	
EU482620.1	2006	0.75901	1	0	
EU482692.1	2006	0.75902	1	0	
FJ744742.1	2006	0.75836	1	0	
JN819424.1	2006	0.76022	1	0	
EU482684.1	2006	0.75905	1	0	
HQ733861.1	2006	0.75905	1	0	
EU482694.1	2007	0.76001	1	0	
FJ744743.1	2007	0.7605	1	0	
EU482690.1	2006	0.76056	1	0	
HM631867.1	2006	0.76056	1	0	
EU482601.1	2007	0.76056	1	0	
EU482638.1	2007	0.76056	1	0	
GQ199896.1	2006	0.76056	1	0	
EU596496.1	2007	0.76221	1	0	
FJ744703.1	2007	0.76441	1	0	
JN819421.1	2007	0.76677	20	0	
JN819420.1	2007	0.76616	1	0	
FJ850051.1	2007	0.76561	1	0	
EU569702.1	2007	0.76506	1	0	
EU569693.1	2007	0.76496	1	0	
FJ547090.1	2007	0.76496	1	0	
FJ810418.1	2008	0.76643	1	0	
JX079688.1	2008	0.76606	1	0	
FJ744706.1	2007	0.76634	1	0	
FJ898479.1	2007	0.76634	1	0	
HM631865.1	2007	0.76606	1	0	
EU482623.1	2007	0.76606	1	0	
HQ541787.1	2007	0.76606	1	0	
FJ882593.1	2007	0.76606	1	0	
GQ199868.1	2007	0.76496	1	0	
EU482621.1	2007	0.76551	1	0	
EU569694.1	2007	0.76551	1	0	
FJ478459.1	2007	0.76606	1	0	
EU482627.1	2007	0.76661	1	0	
FJ390391.1	2007	0.76716	1	0	
FJ639836.1	2007	0.76771	1	0	
EU660404.1	2007	0.76826	1	0	
EU596497.1	2007	0.76826	1	0	
EU596495.1	2007	0.76441	1	0	
EU569697.1	2007	0.76771	1	0	
KF955369.1	2007	0.76826	1	0	
EU482622.1	2007	0.76826	1	0	
EU569692.1	2007	0.76991	1	0	
FJ744707.1	2007	0.77046	1	0	
FJ898434.1	2007	0.77046	1	0	
EU482625.1	2007	0.76936	1	0	
EU660406.1	2007	0.77046	1	0	
EU569700.1	2007	0.77046	1	0	
EU569701.1	2007	0.77046	1	0	
KF955366.1	2007	0.77046	1	0	
EU596498.1	2007	0.76991	1	0	
EU569698.1	2007	0.76992	1	0	
JX079690.1	2007	0.76991	20	0	
FJ898432.1	2007	0.76991	20	0	
JF357906.1	2008	0.78449	1	0	
JF730052.1	2009	0.773	1	0	
HQ705625.1	2009	0.77355	1	0	
JF730051.1	2009	0.77355	1	0	
JX079691.1	2007	0.77002	20	85	
FJ850116.1	2007	0.76881	1	0	
EU482630.1	2007	0.76881	1	0	
HQ634199.1	2007	0.76881	1	0	
FJ182014.1	2007	0.76881	1	0	
JF357907.1	2007	0.76936	1	0	
JF357905.1	2007	0.76936	1	0	
GQ199866.1	2007	0.76661	1	0	
FJ639834.1	2007	0.76716	1	0	
EU482628.1	2007	0.76771	1	0	
EU482626.1	2007	0.76771	1	0	
EU482624.1	2007	0.76771	1	0	
FJ906960.1	2007	0.76771	1	0	
GQ199869.1	2007	0.76716	1	0	
EU569695.1	2007	0.76606	1	0	
FJ373301.1	2007	0.76606	1	0	
EU569696.1	2007	0.76496	1	0	
EU621672.1	2007	0.76441	1	0	
FJ850050.1	2007	0.76518	1	0	
FJ373300.1	2007	0.76331	1	0	
EU596499.1	2007	0.76166	1	0	
FJ639833.1	2007	0.76221	1	0	
FJ744708.1	2007	0.7638	1	0	
EU660405.1	2007	0.76166	1	0	
EU482686.1	2006	0.76001	1	0	
EU482773.1	2006	0.76111	1	0	
HQ541786.1	2006	0.76111	1	0	
EU482685.1	2006	0.76057	1	0	
EU482772.1	2006	0.75946	1	0	
EU482766.1	2005	0.75736	1	0	
FJ639837.1	2007	0.75949	1	0	
EU596500.1	2007	0.76023	1	0	
FJ639835.1	2007	0.76004	1	0	
EU482696.1	2006	0.75752	1	0	
EU482693.1	2006	0.75825	1	0	
HM631866.1	2006	0.75825	1	0	
EU482748.1	2005	0.75674	1	0	
EU482603.1	2007	0.75767	1	0	
EU482757.1	2005	0.75718	1	0	
EU482634.1	2006	0.75791	1	0	
EU482689.1	2006	0.75791	1	0	
HQ999999.1	2009	0.75989	1	0	
KJ189370.1	2011	0.76126	1	0	
FJ850060.1	2000	0.75254	1	0	
FJ873808.1	2000	0.75315	1	0	
FJ744745.1	2000	0.75204	1	0	
FJ744744.1	2000	0.75204	1	0	
FJ850120.1	2001	0.75324	1	0	
FJ850118.1	2000	0.75161	1	0	
EU482762.1	2005	0.75623	1	0	
FJ882594.1	2007	0.76027	1	0	
EU482752.1	2005	0.75735	1	0	
JX079694.1	2005	0.75794	1	0	
HQ541793.1	2005	0.7579	1	0	
FJ906962.1	2005	0.75678	1	0	
EU482444.1	2006	0.75884	1	0	
EU482755.1	2005	0.75882	1	0	
FJ226066.1	2005	0.75894	1	0	
EU482754.1	2005	0.75949	1	0	
KF955400.1	2005	0.75949	1	0	
EU482763.1	2005	0.75864	1	0	
EU482771.1	2005	0.75864	1	0	
GQ199874.1	2004	0.75717	1	0	
FJ906961.1	2005	0.7582	1	0	
FJ850053.1	2005	0.75819	1	0	
FJ898436.1	2004	0.75717	1	0	
EU482750.1	2005	0.75951	1	0	
HQ541805.1	2005	0.76024	1	0	
EU482688.1	2006	0.75994	1	0	
EU482769.1	2005	0.76038	1	0	
HQ541801.1	2005	0.76038	1	0	
HQ541794.1	2005	0.76042	1	0	
EU482753.1	2005	0.76042	1	0	
EU569699.1	2007	0.76286	1	0	
FJ410291.1	2007	0.76286	1	0	
HQ541788.1	2007	0.76239	1	0	
FJ390390.1	2007	0.76293	1	0	
GQ868646.1	2007	0.76293	1	0	
HQ705624.1	2009	0.76213	1	0	
EU482756.1	2005	0.75933	1	0	
HM631868.1	2005	0.75933	1	0	
EU482629.1	2007	0.76062	1	0	
EU482639.1	2006	0.76154	1	0	
FJ850067.1	2006	0.76154	1	0	
EU482760.1	2005	0.75987	1	0	
EU482597.1	2005	0.76121	1	0	
EU482749.1	2005	0.76176	1	0	
EU482637.1	2005	0.76231	1	0	
EU596484.1	2005	0.76231	1	0	
EU482633.1	2006	0.76231	1	0	
FJ898435.1	2005	0.76231	1	0	
EU482758.1	2005	0.76231	1	0	
EU482600.1	2005	0.76231	1	0	
EU482636.1	2005	0.76231	1	0	
EU482632.1	2005	0.76231	1	0	
EU482770.1	2005	0.76121	1	0	
KF955362.1	2005	0.76176	1	0	
FJ850115.1	2005	0.76176	1	0	
FJ744741.1	2006	0.75874	1	0	
EU482695.1	2005	0.75893	1	0	
EU482761.1	2005	0.76002	1	0	
EU482631.1	2005	0.76002	1	0	
EU482681.1	2005	0.76002	1	0	
EU482602.1	2005	0.76002	1	0	
EU482599.1	2005	0.76002	1	0	
EU482598.1	2005	0.75791	1	0	
FJ850054.1	2005	0.75791	1	0	
EU482680.1	2005	0.75791	1	0	
EU482759.1	2005	0.75681	1	0	
FJ906956.1	2005	0.75598	1	0	
EU482635.1	2005	0.75612	1	0	
FJ850063.1	2000	0.75221	1	0	
FJ850066.1	2000	0.75276	1	0	
FJ850062.1	2000	0.75331	1	0	
FJ744705.1	2000	0.75331	1	0	
FJ744704.1	2001	0.75149	1	0	
FJ850064.1	2000	0.75026	1	0	
FJ898477.1	2000	0.75081	1	0	
FJ850061.1	2000	0.7518	1	0	
FJ850121.1	2001	0.75081	1	0	
GQ199897.1	2002	0.75119	1	0	
FJ639734.1	2003	0.7526	1	0	
GQ868558.1	2007	0.7559	1	0	
GU131947.1	2007	0.75592	1	0	
GQ868557.1	2005	0.75518	1	0	
GQ868555.1	2005	0.75528	1	0	
EU854294.1	2005	0.75534	1	0	
FJ024475.1	2005	0.75653	1	0	
FJ024473.1	2005	0.75661	1	0	
FJ024474.1	2005	0.75647	1	0	
FJ182012.1	2005	0.75647	1	0	
GQ868554.1	2004	0.75489	1	0	
JN819407.1	2007	0.75945	1	0	
FJ850108.1	2008	0.75912	1	0	
HQ332188.1	2007	0.75895	1	0	
HQ332186.1	2007	0.75886	1	0	
FJ639732.1	2005	0.75491	1	0	
HQ332189.1	2007	0.75534	1	0	
GQ868556.1	2005	0.75466	1	0	
FJ639809.1	2005	0.75488	1	0	
FJ850112.1	2004	0.75543	1	0	
FJ639733.1	2005	0.75543	1	0	
FJ898467.1	2005	0.75508	1	0	
HQ332184.1	2006	0.7557	1	0	
FJ850106.1	2008	0.75617	1	0	
HQ332185.1	2007	0.7568	1	0	
FJ850107.1	2008	0.75773	1	0	
EU482604.1	2007	0.75863	1	0	
EU482606.1	2007	0.75863	1	0	
EU482608.1	2007	0.75863	1	0	
EU482605.1	2007	0.75986	1	0	
HQ332187.1	2007	0.75808	1	0	
HQ332190.1	2007	0.75808	1	0	
GQ868641.1	2007	0.75814	1	0	
FJ850105.1	2007	0.75869	1	0	
KF955365.1	2013	0.75924	1	0	
KF955385.1	2007	0.75926	1	0	
EU482545.1	1998	0.74632	1	0	
EU482735.1	1998	0.74677	1	0	
EU482734.1	1998	0.74677	1	0	
EU920829.1	1997	0.74482	1	1	
EU920830.1	1998	0.74538	1	0	
EU920831.1	1998	0.74619	1	0	
FJ850074.1	2001	0.75232	1	0	
FJ850088.1	2006	0.75726	1	0	
FJ850078.1	2003	0.75446	1	0	
EU920840.1	2005	0.75477	1	0	
FJ850076.1	2002	0.75336	1	0	
GQ868640.1	2003	0.75336	1	0	
JN819419.1	2000	0.75079	1	0	
JX073928.1	2001	0.75088	1	0	
FJ850085.1	2005	0.75482	1	0	
FJ850082.1	2004	0.75341	1	0	
EU920834.1	2001	0.74908	1	0	
EU920835.1	2002	0.7494	1	1	
JN819418.1	1988	0.74991	1	0	
M20558.1	1988	0.73667	1	0	
FJ898450.1	1990	0.73634	1	0	
GQ398274.1	1994	0.74124	1	0	
GQ398272.1	1994	0.74223	1	0	
GQ398273.1	1994	0.74223	1	0	
GQ398275.1	1994	0.74223	1	0	
GQ398276.1	1994	0.74241	1	0	
GQ398277.1	1994	0.74223	1	0	
EU596485.1	1996	0.74399	1	0	
EU569714.1	1997	0.74417	1	0	
EU569713.1	1997	0.74628	1	0	
EU569712.1	1998	0.74716	1	0	
EU677144.1	1999	0.74791	1	0	
EU677141.1	1996	0.74601	1	0	
EU569709.1	1996	0.746	1	0	
EU569716.1	1997	0.7455	1	0	
EU482554.1	1998	0.74713	1	0	
EU482550.1	1998	0.74711	1	0	
EU596486.1	1996	0.74647	1	0	
EU569710.1	1996	0.745	1	0	
EU529695.1	1994	0.74223	1	0	
GQ398278.1	1994	0.74223	1	0	
GQ398279.1	1994	0.74223	1	0	
GQ398280.1	1994	0.74223	1	0	
GQ398281.1	1994	0.74168	1	0	
GQ398270.1	1994	0.7426	1	0	
EU529700.1	1994	0.74232	1	0	
EU482739.1	1994	0.74232	1	0	
EU569706.1	1995	0.7415	1	0	
EU660400.1	1998	0.74585	1	0	
EU482593.1	2001	0.75183	1	0	
EU687230.1	2001	0.75202	1	0	
EU687240.1	2003	0.7536	1	0	
EU677147.1	2004	0.75407	1	0	
EU677146.1	2004	0.75424	1	0	
EU482723.1	2002	0.75276	1	0	
KF955360.1	2006	0.75156	1	0	
EU687236.1	2003	0.75274	1	0	
EU687244.1	2004	0.75542	1	0	
EU482556.1	2005	0.7569	1	0	
EU687214.1	2004	0.75643	1	0	
EU482553.1	2006	0.75745	1	0	
EU687215.1	2004	0.75708	1	0	
EU687235.1	2003	0.75514	7	0	
EU482724.1	2005	0.75643	1	0	
EU781135.1	2005	0.75726	1	0	
EU482552.1	2006	0.7581	1	0	
KF955364.1	2006	0.758	1	0	
EU687243.1	2004	0.75516	1	0	
EU687242.1	2004	0.75516	1	0	
EU687245.1	2005	0.75515	1	0	
EU726770.1	2005	0.75541	1	0	
EU482725.1	2006	0.75614	1	0	
EU482544.1	2006	0.75716	1	0	
EU596488.1	2007	0.75771	1	0	
EU596490.1	2007	0.75937	1	0	
EU482548.1	2006	0.75883	1	0	
EU482719.1	2006	0.75881	1	0	
EU482549.1	2006	0.75881	1	0	
EU529693.1	2004	0.75626	1	0	
EU687213.1	2004	0.75626	1	0	
EU482720.1	2006	0.75756	1	0	
EU482551.1	2006	0.75859	1	0	
KF955359.1	2006	0.75811	1	0	
EU596489.1	2007	0.75803	1	0	
EU482721.1	2006	0.76416	1	0	
EU529706.1	2006	0.76231	1	0	
EU687237.1	2003	0.75404	1	0	
EU687241.1	2003	0.75506	1	0	
EU687238.1	2003	0.75459	1	0	
EU687199.1	2003	0.75359	1	0	
EU687228.1	2001	0.75073	1	0	
EU687229.1	2001	0.75128	1	0	
EU687231.1	2001	0.75128	1	0	
EU687224.1	2000	0.75018	1	0	
EU687227.1	2001	0.75092	1	0	
EU687232.1	2001	0.75128	1	0	
EU482722.1	2002	0.75166	1	0	
EU687225.1	2000	0.74963	1	0	
EU687222.1	2000	0.74963	1	0	
EU687223.1	2000	0.74963	1	0	
EU482730.1	1999	0.74889	1	0	
EU482557.1	1999	0.74889	1	0	
EU677143.1	1999	0.74825	1	0	
EU482732.1	1998	0.74825	1	0	
EU596487.1	1998	0.74783	1	0	
KF955373.1	1997	0.74658	1	0	
EU569715.1	1997	0.74453	1	0	
EU569717.1	1997	0.7452	1	0	
EU569711.1	1998	0.7463	1	0	
EU482565.1	1998	0.74723	1	0	
EU569720.1	1997	0.74655	1	0	
EU482547.1	1998	0.74655	1	0	
EU569703.1	1996	0.74465	1	0	
KF955372.1	1997	0.74561	1	0	
EU569719.1	1997	0.74577	1	0	
EU569718.1	1997	0.74577	1	0	
EU482729.1	1999	0.7454	1	0	
EU482738.1	1998	0.74502	1	0	
EU482727.1	1998	0.74502	1	0	
EU482728.1	1998	0.74394	1	0	
EU482733.1	1998	0.74384	1	0	
GQ398271.1	1994	0.73959	1	0	
GQ398282.1	1994	0.742	1	0	
GQ398283.1	1994	0.74015	1	0	
EU569708.1	1995	0.74071	1	0	
FJ898465.1	1998	0.74249	1	0	
EU687220.1	1996	0.74183	1	0	
GQ868552.1	1998	0.74563	1	0	
GQ868541.1	1991	0.73902	1	0	
HQ012534.1	1991	0.73923	1	0	
HQ012533.1	1990	0.73892	1	0	
HQ012538.1	1990	0.73848	1	0	
JX669481.1	1995	0.74325	1	0	
JX669480.1	1995	0.74325	1	0	
JX669482.1	1995	0.74322	1	0	
JX669483.1	1997	0.74435	1	0	
HQ012536.1	1998	0.74523	1	0	
JX669484.1	1998	0.74359	1	0	
KC294201.1	2009	0.75272	1	0	
KC294200.1	2007	0.75152	1	0	
JX669485.1	1998	0.74489	1	0	
JX669486.1	1999	0.74504	1	0	
KC294216.1	2002	0.75096	1	0	
KC294222.1	2002	0.75096	1	0	
FJ850072.1	2000	0.74747	1	0	
JX669487.1	2000	0.74578	1	0	
JX669488.1	2002	0.74741	1	0	
HQ012537.1	1999	0.74519	1	0	
HQ012535.1	1994	0.74099	1	0	
AF489932.1	2002	0.74607	1	0	
GQ868596.1	1991	0.74094	1	0	
GQ868595.1	1991	0.74149	1	0	
GQ868597.1	1991	0.74149	1	0	
GQ868598.1	1991	0.74149	1	0	
GQ868540.1	1990	0.73964	1	0	
AF100466.2	1998	0.74327	1	0	
KU725663.1	2016	0.71577	1	0	
U87411.1	1997	0.71632	1	0	
NC_001474.2	1964	0.71632	1	0	
DI402999.1	2014	0.71632	1	0	
GQ868591.1	1964	0.71632	1	0	
M84728.1	1989	0.72045	1	0	
M84727.1	1989	0.72098	1	0	
DI402998.1	2014	0.71724	1	0	
DI191092.1	2009	0.71724	1	0	
HV317819.1	2010	0.71724	1	0	
FW366603.1	2010	0.71724	1	0	
DI401644.1	2014	0.71724	1	1	
DI403032.1	2014	0.71687	1	0	
DI401645.1	2014	0.71687	1	0	
U87412.1	1997	0.71742	1	0	
KU725664.1	2016	0.71742	1	0	
DQ181804.1	1984	0.72861	1	0	
DQ181805.1	1979	0.72562	1	0	
DQ181803.1	1985	0.73101	1	0	
GQ868542.1	1994	0.73768	1	0	
AF100461.1	1998	0.74017	1	0	
FJ906957.1	1996	0.73854	1	0	
GQ868543.1	1995	0.73865	1	0	
FJ687439.1	2001	0.74285	1	0	
KF921930.1	2002	0.74439	1	0	
FJ639704.1	2003	0.74424	1	0	
GU131927.1	2007	0.74847	1	0	
FJ639710.1	2005	0.74691	1	0	
FJ639711.1	2005	0.74691	1	0	
DQ181797.1	2001	0.74318	1	0	
GU131931.1	2008	0.75025	1	0	
JF730046.1	2008	0.75025	1	0	
GQ868625.1	2008	0.7514	1	0	
FJ639718.1	2008	0.75098	1	0	
GQ868624.1	2007	0.75101	1	0	
GU131898.1	2008	0.7522	1	0	
GU131901.1	2008	0.75213	1	0	
GU131900.1	2008	0.75246	1	0	
GU131902.1	2008	0.75211	1	0	
GQ868631.1	2008	0.75133	1	0	
GU131929.1	2008	0.75084	1	0	
JF730045.1	2008	0.7517	1	0	
GU131928.1	2008	0.75194	1	0	
KF955401.1	2008	0.75281	1	0	
KF955402.1	2008	0.75353	1	0	
GU131932.1	2008	0.74943	1	0	
GU131924.1	2008	0.75526	1	0	
GU131897.1	2007	0.74903	1	0	
KF955399.1	2008	0.75118	1	0	
FJ639708.1	2005	0.7448	1	0	
FJ639707.1	2004	0.74638	1	0	
GQ868621.1	2003	0.74564	1	0	
EU687249.1	2007	0.74853	1	0	
FJ744716.1	2001	0.74535	1	0	
FJ744715.1	2001	0.74535	1	0	
FJ744714.1	2001	0.7448	1	0	
FJ744718.1	2001	0.74545	1	0	
FJ744717.1	2001	0.74545	1	0	
FJ744725.1	2001	0.74535	1	0	
FJ687438.1	2001	0.74645	1	0	
FJ639832.1	2001	0.74645	1	0	
FJ687437.1	2001	0.7459	1	0	
FJ744724.1	2001	0.74716	1	0	
EU482670.1	2006	0.75071	1	0	
EU482656.1	2006	0.75145	1	0	
EU482699.1	2007	0.75263	1	0	
FJ562098.1	2007	0.75247	1	0	
EU482701.1	2007	0.75356	1	0	
EU482700.1	2007	0.75281	1	0	
EU482702.1	2007	0.75336	1	0	
EU482474.1	2007	0.75391	1	0	
EU482698.1	2007	0.75391	1	0	
FJ432724.1	2007	0.7527	1	0	
FJ410217.1	2007	0.7527	1	0	
FJ873811.1	2006	0.75242	1	0	
EU482653.1	2006	0.75242	1	0	
FM210207.1	2005	0.74924	1	0	
EU482467.1	2006	0.752	1	0	
EU482679.1	2007	0.75275	1	0	
EU482671.1	2006	0.752	1	0	
EU482465.1	2006	0.75254	1	0	
EU482646.1	2006	0.75309	1	0	
FJ205879.1	2007	0.75448	1	0	
FJ410193.1	2007	0.75542	1	0	
FJ410202.1	2007	0.75339	1	0	
EU482475.1	2007	0.75223	1	0	
GU131899.1	2008	0.75422	1	0	
EU482703.1	2007	0.75204	1	0	
FJ390385.1	2007	0.75212	1	0	
FJ410223.1	2007	0.75478	1	0	
EU569721.1	2006	0.75319	1	0	
EU482466.1	2006	0.75323	1	0	
EU482673.1	2006	0.75282	1	0	
EU482644.1	2006	0.75337	1	0	
EU482645.1	2006	0.75347	1	0	
FJ461309.1	2008	0.75468	1	0	
EU482542.1	2006	0.75411	1	0	
FJ461305.1	2007	0.75421	1	0	
JF730049.1	2007	0.75452	1	0	
FJ410241.1	2008	0.75346	1	0	
FJ205880.1	2007	0.75341	1	0	
JQ045676.1	2011	0.75905	1	0	
JQ045675.1	2011	0.7585	1	1	
JQ045671.1	2011	0.75764	1	0	
JQ045672.1	2011	0.75773	13	3	
FJ410237.1	2008	0.75475	1	0	
EU482652.1	2006	0.75502	1	0	
EU482543.1	2006	0.75529	1	0	
EU482450.1	2006	0.75529	1	0	
FJ390387.1	2007	0.75568	1	0	
FJ410219.1	2007	0.75531	1	0	
FJ547064.1	2007	0.75521	1	0	
EU482697.1	2007	0.7552	1	0	
FJ205878.1	2007	0.75575	1	0	
