Accession_no	 Seq_length	 NumberofN	 Coll_Date	 Pub_Date	 
GU131690.1	10482	0	2008	2009	
EU677142.1	10678	0	1999	2008	
EU081248.1	10735	0	2005	2007	
EU687237.1	10678	0	2003	2008	
FJ639707.1	10677	0	2004	2009	
JQ045640.1	10672	0	na	2011	
JQ915072.1	10699	0	2007	2012	
FJ547070.1	10648	0	1998	2008	
FJ478457.1	10676	0	1996	2008	
KM279517.1	10723	0	2011	2014	
FJ024425.1	10690	0	2007	2008	
EU482548.1	10620	0	2006	2008	
KM279591.1	10723	0	2012	2014	
FJ547078.1	10648	0	2000	2008	
GQ868617.1	10662	0	2002	2009	
GU131846.1	10616	0	2006	2009	
EU482532.1	10690	0	2006	2008	
EU482463.1	10678	0	2006	2008	
JQ045656.1	10669	0	na	2011	
KM279585.1	10273	0	2011	2014	
EU482793.1	10690	0	2006	2008	
EU726773.1	10650	0	1999	2008	
EU081228.1	10735	0	2005	2007	
KF973487.1	10569	0	2011	2013	
GU131889.1	10479	0	2006	2009	
KP188558.1	10572	0	2012	2014	
JX286516.1	10542	0	2010	2012	
EU687219.1	10655	0	1999	2008	
GQ868607.1	10690	0	2007	2009	
GU131895.1	10474	0	2009	2009	
FJ639717.1	10678	0	2007	2009	
EU482627.1	10680	0	2007	2008	
FJ898444.1	10663	0	2005	2009	
FJ882534.1	10690	0	2006	2009	
FJ410266.1	10688	0	2008	2008	
KF921946.1	10208	0	2008	2013	
EU179858.1	10709	0	2005	2007	
KJ596659.1	10649	0	2012	2014	
GU131711.1	10454	0	2008	2009	
HV317818.1	10735	0	na	2010	
FJ898388.1	10690	0	2005	2009	
EU660401.1	10690	0	2006	2008	
JQ045692.1	10665	0	na	2011	
EU687239.1	10648	0	2003	2008	
KM403603.1	10714	0	2013	2014	
JF920405.1	10681	0	2010	2011	
GQ199784.1	10689	0	2007	2009	
EU482645.1	10678	0	2006	2008	
FJ461318.1	10690	0	2007	2008	
KF041255.1	10675	0	2007	2013	
GQ868619.1	10690	0	2003	2009	
KC762685.1	10707	0	2008	2013	
FJ410173.1	10690	0	1998	2008	
GU131725.1	10511	0	2008	2009	
FJ410281.1	10690	0	2008	2008	
EU482750.1	10679	0	2005	2008	
FJ639797.1	10676	0	2004	2009	
KJ189309.1	10300	0	2010	2014	
FJ850078.1	10667	0	2003	2009	
KF041235.1	10723	0	2009	2013	
HM181967.1	10472	0	2008	2010	
EU482770.1	10678	0	2005	2008	
EU482653.1	10678	0	2006	2008	
KJ189315.1	10448	0	2008	2014	
GQ199866.1	10670	0	2007	2009	
KT026308.1	10551	0	2011	2015	
FJ898461.1	10679	0	2002	2009	
EU482778.1	10677	0	2003	2008	
FJ850119.1	10678	0	2000	2009	
EU677177.1	10690	0	2007	2008	
GU131951.1	10638	0	2003	2009	
JF937646.1	10681	0	2010	2011	
FJ687432.1	10690	0	2001	2009	
FJ182032.1	10691	0	2007	2008	
GU131960.1	10684	0	2007	2009	
LC011949.1	10693	0	2014	2014	
KF955457.1	10636	0	2007	2013	
FJ898475.1	10652	0	2008	2009	
KC762673.1	10723	0	2008	2013	
JQ045689.1	10665	0	na	2011	
FJ390386.1	10690	0	2007	2008	
FJ744744.1	10664	0	2000	2009	
EU529697.1	10648	0	2000	2008	
KC964095.1	10723	0	1998	2013	
HM181975.1	10539	0	2009	2010	
KJ010186.1	10629	0	2013	2013	
GU131735.1	10476	0	2008	2009	
GQ398272.1	10723	0	1994	2009	
JF937639.1	10644	0	2010	2011	
EU482567.1	10690	0	1998	2008	
AY732477.1	10735	0	1991	2004	
GQ868544.1	10681	0	1996	2009	
AY702039.1	10722	0	na	2004	
AF226686.1	10735	0	na	2000	
DQ645556.1	10671	0	na	2006	
HM582111.1	10713	0	1974	2010	
GQ398301.1	10723	0	1995	2009	
JQ045693.1	10638	1	na	2011	
KF955461.1	10668	0	1999	2013	
GQ199842.1	10690	0	2006	2009	
FJ882568.1	10676	0	2003	2009	
EU482497.1	10690	0	2007	2008	
JQ045633.1	10671	0	na	2011	
AY726552.1	10614	0	na	2004	
JQ045653.1	10672	0	na	2011	
FJ906960.1	10660	0	2007	2009	
EU482811.1	10690	0	2006	2008	
JN638571.1	10656	1	2007	2011	
KM279574.1	10322	0	2012	2014	
GQ868633.1	10691	0	2008	2009	
HM756274.1	10537	0	2009	2010	
GU131821.1	10482	0	2008	2009	
JQ915075.1	10699	0	2009	2012	
KM279514.1	10679	0	2011	2014	
GQ868563.1	10661	0	2006	2009	
EU482444.1	10679	0	2006	2008	
GU131841.1	10486	0	2007	2009	
KC692514.1	10735	0	2010	2013	
FJ547087.1	10690	0	1992	2008	
KF041260.1	10652	0	2009	2013	
KM279546.1	10723	0	2012	2014	
HG316482.1	10735	0	2010	2013	
GQ868507.1	10659	0	2007	2009	
EU687216.1	10678	0	2005	2008	
KX380818.1	10723	0	2012	2016	
FJ639730.1	10648	0	2006	2009	
AF022440.1	10723	0	na	1997	
FJ024472.1	10690	0	2007	2008	
GU131876.1	10516	0	2007	2009	
FJ639673.1	10690	0	2001	2009	
JN851124.1	10176	0	2005	2011	
GU131892.1	10518	0	2006	2009	
FJ024448.1	10690	0	2007	2008	
EU529688.1	10648	0	2001	2008	
EU482565.1	10678	0	1998	2008	
KC762652.1	10735	0	2008	2013	
FJ461307.1	10689	0	2008	2008	
JQ045661.1	10672	0	na	2011	
FJ410265.1	10690	0	2008	2008	
KF955528.1	10359	1842	2007	2013	
KX380820.1	10722	0	2012	2016	
EU660402.1	10690	0	2006	2008	
EU677139.1	10690	0	2007	2008	
EU081220.1	10707	0	2005	2007	
JX286518.1	10544	0	2010	2012	
KF973473.1	10304	0	2012	2013	
KX380830.1	10720	0	2013	2016	
GU131758.1	10486	0	2008	2009	
FJ410257.1	10690	0	2008	2008	
JQ915089.1	10572	0	2009	2012	
KF921923.1	10595	0	2009	2013	
KF289073.1	10690	0	1956	2013	
KF973482.1	10584	0	2011	2013	
FJ410247.1	10690	0	2008	2008	
JF262782.1	10649	0	1994	2011	
GQ868637.1	10684	0	2000	2009	
KC762666.1	10723	0	2008	2013	
JF730055.1	10659	0	2009	2011	
EU081278.1	10735	0	2005	2007	
EU482579.1	10678	0	1988	2008	
FJ898459.1	10663	0	2002	2009	
KJ596664.1	10649	0	2012	2014	
AY732482.1	10735	0	2001	2004	
LC111438.1	10678	0	na	2016	
EU482686.1	10680	0	2006	2008	
HM631851.1	10385	0	2008	2010	
AY676350.1	10707	0	na	2004	
JN819409.1	10558	0	1998	2011	
EU781136.1	10648	0	1999	2008	
JF937641.1	10681	0	2009	2011	
GU131760.1	10474	0	2008	2009	
GQ868625.1	10675	0	2008	2009	
FM210223.1	10687	0	2003	2008	
GQ199801.1	10690	0	2007	2009	
GU131770.1	10481	0	2008	2009	
KJ579248.1	10649	0	2012	2014	
FJ639685.1	10690	0	2005	2009	
JX966379.1	10713	0	1994	2012	
EU482662.1	10669	0	2006	2008	
KR024705.1	10703	0	2014	2015	
EU569710.1	10678	0	1996	2008	
EU854298.1	10640	0	2002	2008	
EU081222.1	10707	0	2005	2007	
DQ645547.1	10671	0	na	2006	
JN819415.1	10498	0	2006	2011	
FJ390381.1	10690	0	2007	2008	
KM279608.1	10176	0	2010	2014	
AF100469.1	10674	0	na	1998	
EU249490.1	10690	0	2006	2007	
JN851130.1	10176	0	2005	2011	
EU482696.1	10666	0	2006	2008	
KF973486.1	10576	0	2012	2013	
GU131981.1	10649	0	2007	2009	
AY702034.1	10722	0	na	2004	
GU056031.1	10475	0	1998	2009	
HQ026763.1	10176	0	2008	2010	
AF226685.2	10735	0	na	2000	
GQ199893.1	10679	0	2002	2009	
KC762642.1	10735	0	2010	2013	
FJ898445.1	10664	0	2007	2009	
KM403624.1	10714	0	2013	2014	
FJ639792.1	10636	0	2004	2009	
EU482618.1	10690	0	2005	2008	
FJ687441.1	10679	0	2001	2009	
JQ513331.1	10604	0	2010	2012	
FJ196843.1	10735	0	2006	2008	
KF955402.1	10505	0	2008	2013	
KJ189362.1	10456	0	2010	2014	
KC294211.1	10723	0	2011	2012	
KF955466.1	10596	0	2000	2013	
GQ199863.1	10652	0	2008	2009	
FJ898449.1	10668	0	1984	2009	
JN851120.1	10176	0	2007	2011	
KT726349.1	10663	0	2001	2015	
JF937599.1	10713	0	2006	2011	
GQ868632.1	10688	0	2008	2009	
FJ461334.1	10638	0	2008	2008	
FJ744731.1	10663	0	2001	2009	
HQ012536.1	10173	0	1998	2010	
HQ332187.1	10722	0	2007	2010	
EU482692.1	10680	0	2006	2008	
KJ189332.1	10301	0	2008	2014	
KM403584.1	10714	0	2013	2014	
GQ199873.1	10690	0	2004	2009	
GQ199889.1	10645	0	1983	2009	
FJ410185.1	10690	0	1993	2008	
KT726355.1	10663	0	2001	2015	
KC294209.1	10723	0	2011	2012	
JX669508.1	10708	0	2006	2012	
FJ898400.1	10688	0	2006	2009	
KM279549.1	10723	0	2012	2014	
EU081224.1	10675	0	2005	2007	
KJ189356.1	10442	0	2012	2014	
GU131808.1	10476	0	2008	2009	
JN093514.1	10580	0	2009	2011	
KJ918750.1	10723	0	2007	2014	
EU482717.1	10690	0	2007	2008	
M20558.1	10723	0	na	1988	
KF971709.1	10678	1	2009	2013	
FJ898429.1	10688	0	2006	2009	
EU081218.1	10707	0	2005	2007	
FJ898382.1	10690	0	2007	2009	
AY037116.1	10723	0	na	1995	
GQ868501.1	10684	0	2007	2009	
EU482791.1	10690	0	2003	2008	
EU726771.1	10648	0	1998	2008	
GU131800.1	10477	0	2008	2009	
KT187558.1	10723	0	2014	2015	
EU529689.1	10648	0	2001	2008	
KJ189257.1	10693	0	2004	2014	
GQ868533.1	10690	0	2008	2009	
FJ898422.1	10690	0	2006	2009	
EU482785.1	10678	0	2003	2008	
FJ432732.1	10713	0	2007	2008	
HM756281.1	10540	0	2009	2010	
M93130.1	10696	0	na	1990	
EU482634.1	10680	0	2006	2008	
KC294221.1	10723	0	2010	2012	
GU131912.1	10522	0	2007	2009	
GQ868621.1	10678	0	2003	2009	
KJ189271.1	10692	0	2007	2014	
JQ915082.1	10572	0	2009	2012	
AF514876.3	10735	0	na	2002	
EF629369.1	10707	0	na	2007	
AY858041.2	10707	0	na	2004	
EU677164.1	10690	0	2007	2008	
FJ410213.1	10670	0	2008	2008	
FJ744707.1	10678	0	2007	2009	
FJ410220.1	10672	0	2008	2008	
GQ868529.1	10684	0	2008	2009	
KU725665.1	10696	0	na	2016	
KF973468.1	10599	0	2012	2013	
GQ199901.1	10569	0	2008	2009	
GQ868587.1	10663	0	2007	2009	
AY713473.1	10614	0	na	2004	
KJ622194.1	10711	0	2013	2014	
KM279535.1	10723	0	2012	2014	
EU687223.1	10678	0	2000	2008	
FJ461312.1	10690	0	2007	2008	
EU081264.1	10735	0	2005	2007	
DQ675527.1	10707	0	1998	2006	
KX380801.1	10669	0	2012	2016	
AY858044.2	10707	0	na	2004	
FM210210.1	10693	0	2003	2008	
EU677146.1	10678	0	2004	2008	
GQ868597.1	10678	0	1991	2009	
GQ398256.1	10653	0	2005	2009	
KJ189317.1	10448	0	2007	2014	
KU216208.1	10672	0	2013	2015	
HQ541795.1	10539	0	2009	2010	
FJ898455.1	10663	0	1991	2009	
DQ285558.1	10689	0	2004	2005	
KP188544.1	10917	0	2012	2014	
GU369819.1	10521	0	2002	2009	
FJ639751.1	10632	0	2001	2009	
EU529695.1	10666	0	1994	2008	
GU131741.1	10396	0	2008	2009	
KF973466.1	10618	0	2012	2013	
GQ868589.1	10668	0	1983	2009	
GQ868603.1	10666	0	1987	2009	
GQ199820.1	10690	0	2007	2009	
AY722803.1	10614	0	na	2004	
EU482512.1	10684	0	2007	2008	
KC172829.1	10629	0	2008	2012	
EU482633.1	10678	0	2006	2008	
EU482684.1	10679	0	2006	2008	
JN851125.1	10176	0	2005	2011	
EU863650.1	10735	0	2002	2008	
FM210240.2	10602	0	2004	2008	
FJ639777.1	10638	0	2002	2009	
FJ882530.1	10690	0	2006	2009	
JQ686088.2	10393	0	na	2012	
EF629366.1	10707	0	na	2007	
KC762663.1	10723	0	2008	2013	
HM582113.1	10713	0	1974	2010	
HM181973.1	10538	0	2009	2010	
EU482623.1	10681	0	2007	2008	
JN559740.2	10604	0	1982	2011	
FJ639815.1	10673	0	2006	2009	
FJ882558.1	10690	0	2007	2009	
GQ199840.1	10690	0	2006	2009	
GQ199780.1	10690	0	2007	2009	
GU131688.1	10487	0	2008	2009	
KC762689.1	10707	0	2008	2013	
KF955427.1	10695	0	2007	2013	
JF920398.1	10522	0	2009	2011	
FJ850054.1	10679	0	2005	2009	
KC172833.1	9823	0	2008	2012	
KT726352.1	10663	0	2001	2015	
FJ461337.1	10623	0	2008	2008	
FJ810412.1	10737	0	2001	2009	
AY726550.1	10614	0	na	2004	
KJ189331.1	10448	0	2008	2014	
AF359579.1	10723	0	na	2001	
FJ898458.1	10663	0	2002	2009	
GQ199796.1	10690	0	2007	2009	
FJ850066.1	10679	0	2000	2009	
AY744685.1	10707	0	na	2004	
FJ744740.1	10648	0	2001	2009	
EU482467.1	10678	0	2006	2008	
EU482774.1	10678	0	2004	2008	
FJ205880.1	10678	0	2007	2008	
FJ410276.1	10690	0	2008	2008	
EU482714.1	10690	0	2007	2008	
GQ868624.1	10679	0	2007	2009	
FJ639719.1	10648	0	2000	2009	
EU482502.1	10686	0	2007	2008	
EU081251.1	10735	0	2005	2007	
EU482746.1	10678	0	1989	2008	
DQ181805.1	10723	0	1979	2005	
KF955453.1	10511	0	na	2013	
EU482629.1	10679	0	2007	2008	
FJ898425.1	10691	0	2006	2009	
JQ045674.1	10700	0	na	2011	
FJ882524.1	10690	0	2006	2009	
KM403621.1	10662	0	2013	2014	
GU131939.1	10644	0	2007	2009	
KF864667.1	10141	0	2013	2013	
FJ859028.1	10663	0	2007	2009	
GU131944.1	10656	0	2007	2009	
FJ182012.1	10637	0	2005	2008	
GQ868576.1	10663	0	2005	2009	
FJ744728.1	10664	0	2001	2009	
KM403635.1	10714	0	2013	2014	
FJ850073.1	10692	0	2001	2009	
KJ189276.1	10693	0	2007	2014	
GQ868548.1	10663	0	2006	2009	
FJ906967.1	10678	0	2009	2009	
HQ541791.1	10708	0	2008	2010	
KC294210.1	10723	0	2011	2012	
EU482697.1	10678	0	2007	2008	
JN851121.1	10176	0	2008	2011	
GU131786.1	10472	0	2008	2009	
EU529686.1	10648	0	2001	2008	
GQ868540.1	10678	0	1990	2009	
EU482465.1	10678	0	2006	2008	
KJ622197.1	10710	0	2013	2014	
FJ850068.1	10676	0	2001	2009	
KM279536.1	10723	0	2012	2014	
GQ199898.1	10721	0	2001	2009	
FJ024426.1	10690	0	2007	2008	
FJ432733.1	10689	0	2007	2008	
GU131925.1	10482	0	2006	2009	
FJ639836.1	10680	0	2007	2009	
FJ562107.1	10648	0	2000	2008	
EU677141.1	10677	0	1996	2008	
KR011349.2	10664	2	1956	2015	
EU081231.1	10735	0	2005	2007	
KM279566.1	10723	0	2012	2014	
EU687212.1	10668	0	1998	2008	
HQ999999.1	10725	0	2009	2011	
HQ541787.1	10498	0	2007	2010	
FJ024454.1	10678	0	2007	2008	
EU482470.1	10678	0	2006	2008	
DI403034.1	10735	0	na	2014	
FJ882584.1	10595	0	2007	2009	
FJ547077.1	10648	0	2000	2008	
JQ915071.1	10699	0	2007	2012	
KF971870.1	10583	0	2013	2013	
KF887994.1	10733	0	2013	2013	
GU131896.1	10411	0	2007	2009	
KF973455.1	10606	0	2012	2013	
JN638337.1	10735	0	1990	2011	
EU726768.1	10648	0	2000	2008	
FJ810415.1	10685	0	2005	2009	
GU131929.1	10603	0	2008	2009	
AY099336.1	10707	0	na	2002	
GU131845.1	10525	0	2006	2009	
KM279518.1	10723	0	2011	2014	
KC762620.1	10735	0	2007	2013	
FJ547067.1	10675	0	2007	2008	
JX669495.1	10707	0	2004	2012	
GQ868560.1	10690	0	1998	2009	
FJ024476.1	10606	0	1997	2008	
EU529687.1	10648	0	2001	2008	
AF489932.1	10722	0	na	2002	
GQ398291.1	10722	0	1994	2009	
GQ868600.1	10636	0	1969	2009	
JQ045645.1	10652	4	na	2011	
EU482527.1	10688	0	2006	2008	
FJ639714.1	10649	0	2007	2009	
JF262780.1	10667	0	1973	2011	
FJ639774.1	10647	0	2001	2009	
AB189125.1	10707	0	na	2004	
EF105379.1	10719	0	1970	2006	
FJ639693.1	10684	0	2007	2009	
EU482635.1	10679	0	2005	2008	
FJ639814.1	10677	0	2005	2009	
KC762640.1	10735	0	2008	2013	
GU131864.1	10531	0	2008	2009	
KP406804.1	10712	0	na	2015	
JN903581.1	10694	0	2009	2011	
FJ850094.1	10662	0	2008	2009	
FJ639726.1	10648	0	2004	2009	
EU482537.1	10690	0	2006	2008	
EU660406.1	10679	0	2007	2008	
GQ868592.1	10667	0	1986	2009	
KM403614.1	10714	0	2013	2014	
GQ398257.1	10713	0	1977	2009	
FJ410212.1	10672	0	2007	2008	
FJ410215.1	10678	0	2008	2008	
FJ410221.1	10678	0	2007	2008	
JF357905.1	10669	0	2007	2011	
AF038403.1	10724	0	na	1988	
KF921943.1	10254	0	2008	2013	
KP188541.1	10490	0	2011	2014	
HQ332185.1	10722	0	2007	2010	
FJ639794.1	10676	0	2004	2009	
AY722801.1	10614	0	na	2004	
KF744402.1	10176	0	2000	2013	
EU687230.1	10674	0	2001	2008	
KM279598.1	10723	0	2012	2014	
HM181964.1	10451	0	2008	2010	
KJ596668.1	10649	0	2012	2014	
DQ675526.1	10707	0	1998	2006	
GQ199814.1	10690	0	2007	2009	
FM210203.1	10690	0	2003	2008	
FJ390385.1	10678	0	2007	2008	
GQ199865.1	10652	0	2009	2009	
GU131714.1	10457	0	2008	2009	
JX079691.1	10475	857	2007	2012	
EU482529.1	10690	0	2006	2008	
KJ596660.1	10649	0	2012	2014	
JF730045.1	10489	0	2008	2011	
JF937602.1	10444	0	2008	2011	
FJ410176.1	10645	0	2000	2008	
KM403577.1	10714	0	2013	2014	
HM181956.1	10676	0	2007	2010	
EU482749.1	10679	0	2005	2008	
AY947539.1	10643	0	na	2005	
KM587709.1	10713	0	2014	2014	
JF937645.1	10443	0	2009	2011	
HQ166036.1	10675	0	2007	2010	
FJ882565.1	10674	0	2003	2009	
GQ398279.1	10723	0	1994	2009	
FM210218.1	10385	0	2002	2008	
FJ898464.1	10663	0	2002	2009	
JF937651.1	10727	0	2008	2011	
EU482460.1	10636	0	2006	2008	
FW366602.1	10735	0	na	2010	
EU482656.1	10673	0	2006	2008	
AY732481.1	10735	0	1982	2004	
FJ882571.1	10644	0	1989	2009	
GU056029.1	10517	0	1997	2009	
GU131979.1	10661	0	2007	2009	
KF955462.1	10810	0	2001	2013	
FJ182037.1	10648	0	2005	2008	
GU131965.1	10665	0	2007	2009	
FJ432720.1	10690	0	2005	2008	
KC762698.1	10653	0	2008	2013	
EF105386.1	10721	0	1980	2006	
GU131922.1	10486	0	2008	2009	
EU482674.1	10678	0	2006	2008	
FJ024483.1	10690	0	2005	2008	
FJ639775.1	10629	0	2002	2009	
GQ398263.1	10723	0	1975	2009	
FJ461310.1	10676	0	2008	2008	
JQ920483.1	10671	0	1995	2012	
EU482522.1	10690	0	2006	2008	
AF022437.1	10723	0	na	1997	
FJ432748.1	10675	0	2007	2008	
KJ189370.1	10481	0	2011	2014	
JQ513335.1	10604	0	2011	2012	
GU131958.1	10656	0	2006	2009	
HM181958.1	10678	0	2007	2010	
EU529698.1	10648	0	2006	2008	
GQ398264.1	10723	0	1976	2009	
FJ744715.1	10678	0	2001	2009	
GQ398304.1	10723	0	1994	2009	
KJ189352.1	10448	0	2012	2014	
KU050695.1	10696	1	1956	2015	
FJ410277.1	10690	0	2008	2008	
EU081214.1	10707	0	2005	2007	
FJ432737.1	10690	0	2007	2008	
JN851122.1	10176	0	2008	2011	
EU687243.1	10678	0	2004	2008	
JQ045662.1	10671	0	na	2011	
GU131804.1	10464	0	2008	2009	
KM279551.1	10723	0	2012	2014	
JX669502.1	10705	0	2005	2012	
KM279571.1	10723	0	2012	2014	
FJ024471.1	10649	0	2004	2008	
GU131824.1	10475	0	2008	2009	
FJ639718.1	10703	0	2008	2009	
KM403592.1	10714	0	2013	2014	
KX380833.1	10722	0	2013	2016	
EU677168.1	10690	0	2007	2008	
EF643017.1	10707	0	na	2007	
GQ398286.1	10722	0	1994	2009	
FJ906959.1	10678	0	2008	2009	
AY662691.1	10707	0	na	2004	
JQ045675.1	10691	1	na	2011	
GU131863.1	10532	0	2008	2009	
FJ898398.1	10688	0	2006	2009	
FJ850095.1	10558	0	2000	2009	
EU920837.1	10717	0	2005	2008	
FJ547063.1	10672	0	2007	2008	
FJ639688.1	10690	0	2007	2009	
FJ410204.1	10671	0	2007	2008	
KC692509.1	10735	0	2009	2013	
KP723478.1	10583	0	2014	2015	
KR024708.1	10703	0	2014	2015	
FJ898390.1	10676	0	2005	2009	
KF921928.1	10575	0	2010	2013	
AY770511.2	10707	0	na	2004	
EU482654.1	10678	0	2006	2008	
JQ915086.1	10572	0	2009	2012	
AF100464.1	10685	0	na	1998	
FJ024440.1	10690	0	2007	2008	
FJ639676.1	10690	0	2003	2009	
GU131773.1	10418	0	2008	2009	
FM210224.1	10689	0	2001	2008	
KC762665.1	10723	0	2007	2013	
KX380805.1	10669	0	2013	2016	
KF971699.1	10699	1518	2009	2013	
EU482556.1	10679	0	2005	2008	
EU482588.1	10678	0	1990	2008	
HQ733861.1	10731	0	2006	2010	
JF937605.1	10443	0	2008	2011	
JQ922559.1	10616	0	1979	2012	
KP188568.1	10607	0	2014	2014	
EU081200.1	10707	0	2005	2007	
EU179860.1	10628	0	2005	2007	
EU660392.1	10690	0	2006	2008	
AY676353.1	10707	0	na	2004	
FJ410278.1	10690	0	2008	2008	
AY618991.1	10650	0	na	2004	
EU482580.1	10678	0	1989	2008	
JQ922545.1	10625	0	1982	2012	
GQ868561.1	10673	0	1999	2009	
EU482816.1	10690	0	2006	2008	
JF808129.1	10707	0	2003	2011	
FJ873811.1	10678	0	2006	2009	
FJ639686.1	10690	0	2006	2009	
EF105380.1	10722	0	1980	2006	
FJ639755.1	10635	0	2001	2009	
JQ917404.1	10669	0	2009	2012	
FJ410242.1	10690	0	2008	2008	
EU920839.1	10711	0	2005	2008	
FJ810414.1	10663	0	2001	2009	
GU131928.1	10494	0	2008	2009	
FJ390372.1	10655	0	2003	2008	
GU131745.1	10482	0	2008	2009	
GQ199824.1	10690	0	2007	2009	
FJ432721.1	10690	0	2005	2008	
HQ541801.1	9994	0	2005	2010	
JN368477.1	10648	0	2007	2011	
JF937619.1	10444	0	2008	2011	
AY277664.2	10735	0	na	2003	
EU569709.1	10678	0	1996	2008	
HM631858.1	10539	0	2009	2010	
HQ166031.1	10539	0	2009	2010	
EU569715.1	10678	0	1997	2008	
FM210244.2	10683	0	2004	2008	
KJ189327.1	10445	0	2007	2014	
HM488257.1	10967	0	2001	2010	
JN851115.1	10176	0	2007	2011	
HQ332188.1	10722	0	2007	2010	
KM403627.1	10714	0	2013	2014	
EU482695.1	10670	0	2005	2008	
JN903580.1	10694	0	2009	2011	
JQ045669.1	10685	0	na	2011	
JQ920484.1	10671	0	1995	2012	
KF955362.1	10740	0	2005	2013	
KT187555.1	10723	0	2014	2015	
EU482677.1	10678	0	2006	2008	
JQ692085.1	10669	0	2010	2012	
KP188566.1	10426	0	2013	2014	
JN819419.1	10601	0	2000	2011	
EU249495.1	10690	0	2006	2007	
FJ906728.1	10676	0	2007	2009	
EU482547.1	10678	0	1998	2008	
JN662391.1	10707	0	2009	2011	
FJ469909.1	10642	0	2003	2008	
JX669481.1	10723	0	1995	2012	
KF955359.1	10531	0	2006	2013	
EU482603.1	10679	0	2007	2008	
JQ045649.1	10670	0	na	2011	
FJ850050.1	10660	0	2007	2009	
FJ461317.1	10690	0	2007	2008	
GQ252678.1	10641	0	2001	2009	
KF973470.1	10731	0	2012	2013	
EU081249.1	10735	0	2005	2007	
KJ189335.1	10444	0	2008	2014	
FJ687444.1	10661	0	2001	2009	
JF730050.1	10484	0	2007	2011	
FJ410186.1	10690	0	1992	2008	
KC131141.1	10671	0	2012	2012	
KT726356.1	10663	0	2001	2015	
EU482766.1	10679	0	2005	2008	
FJ898421.1	10690	0	2006	2009	
EU081262.2	10735	0	2005	2007	
KT726344.1	10663	0	2001	2015	
KJ189355.1	10444	0	2012	2014	
FJ898413.1	10684	0	2006	2009	
KM279556.1	10723	0	2012	2014	
KJ189329.1	10449	0	2007	2014	
EU482710.1	10690	0	2007	2008	
FM210219.1	10685	0	2003	2008	
EU596492.1	10648	0	2007	2008	
FJ882574.1	10651	0	1985	2009	
JX669497.1	10709	0	2005	2012	
GU131807.1	10444	0	2008	2009	
AY676348.1	10702	0	na	2004	
GU131900.1	10658	0	2008	2009	
EU482718.1	10690	0	2007	2008	
FJ744734.1	10663	0	2001	2009	
DQ181801.1	10723	0	1990	2005	
AF180818.1	10735	0	na	1999	
DI401647.1	10648	0	na	2014	
JX286522.1	10599	0	2010	2012	
GQ199884.1	10606	0	1996	2009	
EU081275.1	10735	0	2005	2007	
AB189127.1	10707	0	na	2004	
FJ898409.1	10684	0	2006	2009	
HQ705624.1	10479	0	2009	2010	
KM279542.1	10723	0	2012	2014	
KJ726663.1	10659	1	2012	2014	
EU482628.1	10680	0	2007	2008	
EU677145.1	10678	0	1999	2008	
JX669490.1	10707	0	2002	2012	
FJ182008.1	10648	0	2005	2008	
GQ868590.1	10668	0	1992	2009	
FJ461309.1	10678	0	2008	2008	
KC294214.1	10723	0	2011	2012	
FJ744704.1	10664	0	2001	2009	
JQ045659.1	10672	0	na	2011	
GQ398259.1	10723	0	1976	2009	
HQ705613.1	10681	0	2009	2010	
KP188543.1	10917	0	2012	2014	
FJ639808.1	10691	0	2005	2009	
FJ410269.1	10688	0	2008	2008	
GU131901.1	10630	0	2008	2009	
KR922405.1	10164	0	2011	2015	
FM210213.1	10694	0	2005	2008	
FJ410234.1	10690	0	2007	2008	
GQ398265.1	10723	0	2008	2009	
EU482798.1	10690	0	2006	2008	
KM279524.1	10723	0	2011	2014	
GU131909.1	10509	0	2006	2009	
FJ639832.1	10658	0	2001	2009	
KF672759.1	10176	0	2010	2013	
FJ024438.1	10690	0	2007	2008	
KJ189268.1	10692	0	2007	2014	
EU677159.1	10690	0	2007	2008	
GU131685.1	10469	0	2008	2009	
KC762624.1	10735	0	2008	2013	
EU687226.1	10645	0	1999	2008	
EU081204.1	10671	0	2005	2007	
FJ639756.1	10648	0	2001	2009	
AY726553.1	10614	0	na	2004	
KF955481.1	10222	0	2007	2013	
GU131742.1	10460	0	2008	2009	
KJ189300.1	10692	0	2008	2014	
EU848545.1	10734	0	1944	2008	
FJ410224.1	10678	0	2007	2008	
FJ639827.1	10635	0	2008	2009	
GQ199827.1	10676	0	2007	2009	
GU131691.1	10464	0	2008	2009	
FJ639706.1	10677	0	2004	2009	
GU131962.1	10681	0	2007	2009	
FJ850085.1	10677	0	2005	2009	
JQ045641.1	10670	0	na	2011	
FJ410205.1	10676	0	2007	2008	
JX567950.1	10173	0	2008	2012	
FJ390391.1	10680	0	2007	2008	
FJ898443.1	10663	0	2003	2009	
FJ639770.1	10648	0	2001	2009	
KF921933.1	10973	0	2007	2013	
AY744678.1	10707	0	na	2004	
GQ868616.1	10663	0	2001	2009	
GU131880.1	10531	0	2008	2009	
EU482533.1	10690	0	2006	2008	
FJ639778.1	10649	0	2002	2009	
EU726772.1	10648	0	1998	2008	
KM279584.1	10634	0	2011	2014	
KP188565.1	10355	0	2013	2014	
KP188559.1	10372	0	2012	2014	
FJ882529.1	10690	0	2006	2009	
GU131888.1	10536	0	2006	2009	
GU131953.1	10588	0	2004	2009	
KF955428.1	10681	56	2007	2013	
